Account_No,TRANSACTION_DETAILS,WITHDRAWAL_AMOUNT,DEPOSIT_AMOUNT,BALANCE_AMOUNT,Transaction_Dates
409000493201,BBPS SETTLEMENT FOR DT 23,499.17,,945597.29,2023-06-16
409000611074,INDO GIBL Indiaforensic STL10051,352850.00,,945845.00,2022-08-07
409000493201,BBPS SETTLEMENT FOR DT 22,98.15,,946096.46,2023-11-16
409000611074,INDO GIBL Indiaforensic STL10121,776851.00,,946142.00,2023-12-14
409000493201,BBPS SETTLEMENT FOR DT 21,8.15,,946194.61,2023-07-16
409000493201,BBPS SETTLEMENT FOR DT 24,3927.50,,946202.76,2022-04-28
409000493201,BBPS DT 03062018,38019.06,,946247.48,2022-12-05
409000493201,BBPS SETTLEMENT  OX01 09.,35996.01,,946312.36,2023-05-20
409000611074,INDO GIBL Indiaforensic STL25117,39700.00,,946722.00,2023-03-07
409000611074,FDRL/INTERNAL FUND TRANSFE,,300000.00,947105.00,2022-03-16
409000611074,INDO GIBL Indiaforensic STL22021,237500.00,,947319.00,2022-05-11
409000425051,NEFT/ALLAH16342461607/M/s,,8000.00,1207086.85,2023-12-25
409000611074,INDO GIBL Indiaforensic STL05051,387749.00,,948620.00,2023-10-23
409000493201,BBPS DT 16022018,102212.77,,949415.56,2022-10-19
409000611074,Indfor INCOME INDO REMI07111,1320.00,,949522.00,2023-10-24
409000425051,NEFT/CBINH16322A00296/ASH,,8000.00,1205573.85,2023-11-19
409000493201,BBPS SETTLEMENT FOR DT 23,899.17,,950130.26,2023-06-26
409000425051,NEFT/PUNBH16271276983/TAP,,11000.00,1203578.60,2022-05-18
409000611074,INDO GIBL Indiaforensic STL06111,780026.00,,950842.00,2022-05-20
409000493201,BBPS DT 27022018,83883.09,,950887.11,2022-02-22
409000493201,BBPS SETTLEMENT FOR DTD 1,579.30,,951029.43,2023-12-01
409000493201,BBPS SETTLEMENT FOR DT 17,1938.02,,951608.73,2023-10-10
409000611074,INDO GIBL Indiaforensic STL22011,589137.00,,951643.00,2023-10-07
409000493201,BBPS SETMNT FOR DT 030620,77700.46,,952089.79,2023-05-08
409000425051,NEFT/CBINH16341A05041/AMR,,8000.00,1199086.85,2022-10-11
409000611074,Indfor INCOME INDO REMI29101,3360.00,,952824.00,2022-01-23
409000493201,BBPS DT 27042018,164119.79,,953322.06,2022-02-09
409000493201,BBPS SETMNT FOR DT 130920,185118.88,,953423.27,2022-03-05
409000493201,BBPS SETTLEMENT FOR DTD 0,199.30,,953546.75,2022-10-23
409000425051,BDP IS 6095,,3000.00,1197573.85,2022-11-11
409000493201,BBPS SETTLEMENT FOR DT 05,689.30,,953746.05,2023-06-29
409000493201,FDRL/INTERNAL FUND TRANSFE,,50000.00,953990.77,2022-12-13
409000493201,BBPS SETTLEMENT FOR DT 04,2284.09,,954435.35,2023-07-05
409000611074,INDO GIBL Indiaforensic STL22011,274600.00,,954520.00,2022-01-08
409000425051,BDP IS 6095,,5000.00,1194573.85,2023-02-23
409000425051,BDP IS 6095,,1000.00,1192578.60,2023-07-11
409000425051,BDP IS 6095,,1000.00,1191578.60,2023-10-13
409000611074,INDO GIBL Indiaforensic STL07051,392900.00,,954670.00,2022-08-04
409000493201,BBPS DT 22092018,,13361.85,954740.67,2023-11-23
409000493201,BBPS SETMNT FOR DT 100820,106384.13,,954772.73,2022-05-14
409000493201,BBPS DT 11122008,,245690.74,956120.54,2023-12-03
409000611074,INDO GIBL Indiaforensic STL27101,254250.00,,956184.00,2022-02-07
409000611074,INDO GIBL Indiaforensic STL30091,5000.00,,956327.00,2023-08-27
409000493201,BBPS SETTLEMENT FOR DT 03,1925.33,,956719.44,2023-07-11
409000493201,BBPS DT 20122018,2547.60,,956961.74,2023-01-31
409000425051,NEFT/SBIN316169520860/A D,,12000.00,1191577.60,2022-07-21
409000493201,FDRL/INTERNAL FUND TRANSFE,,200000.00,958255.04,2022-07-09
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,958319.00,2022-10-05
409000493201,BBPS SETTLEMENT FOR DT 31,1015.71,,958644.77,2022-05-01
409000493201,BBPS SETMNT FOR DT 291220,140789.63,,958660.38,2022-12-06
409000611074,Indfor INCOME INDO REMI22091,600.00,,959290.00,2022-05-14
409000493201,BBPS SETMNT FOR DT 111020,114192.42,,959351.13,2023-07-21
409000493201,BBPS DT 19122018,,193871.01,959509.34,2022-04-26
409000425051,NEFT/CBINH16341A05108/SHA,,8000.00,1191086.85,2023-03-13
409000493201,BBPS SETTLEMENT FOR DT 27,198.15,,959660.48,2022-11-06
409000493201,FDRL/INTERNAL FUND TRANSFE,,50000.00,959823.06,2023-12-12
409000493201,BBPS SETTLEMENT DTD 21.10,14.85,,959858.63,2022-11-07
409000493201,BBPS SETTLEMENT DTD 20.10,22.99,,959873.48,2023-11-12
409000611074,INDO GIBL Indiaforensic STL21091,255052.00,,959890.00,2023-02-17
409000493201,BBPS SETTLEMENT DTD 19.10,18.04,,959896.47,2023-10-06
409000493201,BBPS SETTLEMENT DTD 18.10,16.30,,959914.51,2022-07-30
409000493201,BBPS SETTLEMENT DTD 17.10,32.99,,959930.81,2022-08-15
409000493201,BBPS SETTLEMENT DT 01/09/,1193.54,,959963.80,2023-04-23
409000493201,BBPS DT 12072018,121795.12,,960332.59,2022-05-15
409000493201,BBPS DT 04062018,,14181.98,960429.46,2022-03-15
409000611074,INDO GIBL Indiaforensic STL15011,108200.00,,960719.00,2023-11-21
409000493201,BBPS DT 26102018,,126310.53,961042.84,2023-07-08
409000493201,BBPS SETTLEMENT DT 31/08/,239.89,,961157.34,2023-07-27
409000611074,INDO GIBL Indiaforensic STL05011,377441.00,,961196.00,2022-01-14
409000611074,Indfor INCOME INDO REMI30091,120.00,,961327.00,2023-03-17
409000493201,BBPS SETTLEMENT DT 30/08/,802.77,,961397.23,2022-03-26
409000611074,INDO GIBL Indiaforensic STL29091,333800.00,,961447.00,2023-10-27
409000493201,BBPS OX01 SETTLEMENT 11.0,105418.35,,961648.44,2023-01-26
409000493201,BBPS DT 12102018,,263821.96,961817.97,2023-02-11
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,961857.00,2022-12-05
409000493201,TRF FROM  Indiaforensic SERVICES,,500000.00,962200.00,2023-08-18
409000493201,WAIVE SWITCHING FEES 31.0,,665.49,962313.93,2022-09-30
409000425051,NEFT/CBINH16270135641/Mr.,,11000.00,1190578.60,2022-07-08
409000425051,BDP IS 6095,,3000.00,1189573.85,2022-08-29
409000611074,INDO GIBL Indiaforensic STL06081,457050.00,,962650.00,2022-11-12
409000425051,BDP IS 6095,,5000.00,1186573.85,2023-01-19
409000611074,INDO GIBL Indiaforensic STL22101,436678.00,,963908.00,2022-10-18
409000611074,INDO GIBL Indiaforensic STL17041,574150.00,,964309.00,2023-08-26
409000611074,Indfor INCOME INDO REMI14101,360.00,,964592.00,2022-10-14
409000611074,INDO GIBL Indiaforensic STL13101,173350.00,,964952.00,2022-06-27
409000493201,FDRL/INTERNAL FUND TRANSFE,,200000.00,965464.89,2023-08-04
409000425051,BDP IS 6095,,3000.00,1183086.85,2022-06-13
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,965637.00,2022-10-05
409000611074,FDRL/INTERNAL FUND TRANSFE,,400000.00,966207.00,2022-08-13
409000611074,INDO GIBL Indiaforensic STL07071,213225.00,,966334.00,2023-02-12
409000493201,FDRL/INTERNAL FUND TRANSFE,,200000.00,966553.35,2023-04-23
409000425051,BDP IS 6095,,1989.00,1181573.85,2022-02-10
409000611074,INDO GIBL Indiaforensic STL16101,673628.00,,966648.00,2022-10-14
409000493201,FDRL/INTERNAL FUND TRANSFE,,50000.00,967228.69,2022-09-13
409000493201,FDRL/INTERNAL FUND TRANSFE,,300000.00,967377.90,2023-07-02
409000425051,BDP IS 6095,,5000.00,1180086.85,2023-01-30
409000493201,BBPS DT 27062018,63907.21,,967713.88,2023-02-10
409000611074,INDO GIBL Indiaforensic STL23051,119100.00,,968082.00,2022-03-24
409000493201,BBPS SETMNT FOR DT 150720,130451.90,,968480.89,2022-10-28
409000425051,BDP IS 6095,,11.00,1179584.85,2023-09-22
409000493201,TRF FRM  Indiaforensic SERVICES,,300000.00,969322.53,2023-01-31
409000611074,INDO GIBL Indiaforensic STL11061,793251.00,,969676.00,2023-11-24
409000493201,BBPS SETMNT FOR DT 071020,178893.40,,969987.54,2022-10-07
409000611074,INDO GIBL Indiaforensic STL04101,61400.00,,970286.00,2023-09-16
409000425051,NEFT/SBIN116270149261/Mr,,1000.00,1179578.60,2023-08-19
409000425051,NEFT/SBIN316168320808/MUK,,12000.00,1179577.60,2023-02-26
409000493201,FDRL/INTERNAL FUND TRANSFE,,200000.00,971450.91,2022-03-13
409000493201,BBPS DT 20072018,90799.39,,971930.41,2023-04-20
409000493201,BBPS DT 09052018,129549.64,,973424.65,2023-04-29
409000425051,BDP IS 6095,,5000.00,1179573.85,2022-07-26
409000425051,BDP IS 6095,,1000.00,1178578.60,2023-02-25
409000493201,FDRL/INTERNAL FUND TRANSFE,,200000.00,973912.79,2022-07-20
409000493201,BBPS DT 20022018,80144.06,,974191.21,2022-06-15
409000493201,BBPS SETMNT FOR DT 160120,199639.98,,974374.06,2022-11-25
409000611074,INDO GIBL Indiaforensic STL11121,206075.00,,974605.00,2023-07-17
409000611074,INDO GIBL Indiaforensic STL28061,410181.00,,974946.00,2022-02-10
409000493201,FDRL/INTERNAL FUND TRANSFE,,100000.00,975090.29,2023-07-03
409000425051,BDP IS 6095,,1000.00,1177578.60,2023-04-28
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,975632.00,2023-07-08
409000493201,BBPS SETMNT FOR DT 240120,137310.84,,976000.99,2023-07-09
409000611074,INDO GIBL Indiaforensic STL10011,391453.00,,976734.00,2023-03-30
409000611074,INDO GIBL Indiaforensic STL15031,213463.00,,977157.00,2022-05-24
409000611074,INDO GIBL Indiaforensic STL10101,584951.00,,977338.00,2022-05-04
409000611074,INDO GIBL Indiaforensic STL24071,518500.00,,977696.00,2022-04-22
409000611074,INDO GIBL Indiaforensic STL12091,310399.00,,978190.00,2022-04-01
409000425051,BDP IS 6095,,1000.00,1176578.60,2022-02-27
409000425051,BDP IS 6095,,1000.00,1175578.60,2022-12-16
409000425051,BDP IS 6095,,3000.00,1175086.85,2023-09-20
409000493201,BBPS DT 26072018,22302.35,,978901.93,2022-08-28
409000493201,BBPS SETMNT FOR DT 151120,134194.84,,978930.18,2022-01-28
409000493201,FDRL/INTERNAL FUND TRANSFE,,300000.00,979587.24,2023-08-15
409000493201,FDRL/INTERNAL FUND TRANSFE,,100000.00,979613.02,2023-06-22
409000611074,INDO GIBL Indiaforensic STL23101,123260.00,,979936.00,2023-12-13
409000493201,FDRL/INTERNAL FUND TRANSFE,,200000.00,980254.76,2022-09-01
409000611074,INDO GIBL Indiaforensic STL23041,315750.00,,980518.00,2023-10-03
409000493201,BBPS DT 20062018,146123.98,,981107.49,2023-05-23
409000425051,BDP IS 6095,,1000.00,1174578.60,2022-07-18
409000493201,BBPS DT 13042018,191239.47,,981576.02,2022-02-05
409000493201,BBPS DT 25052018,127374.04,,981916.97,2022-11-28
409000493201,TRF FROM  Indiaforensic SERVICES,,500000.00,982308.37,2023-07-20
409000425051,BDP IS 6095,,3000.00,1174573.85,2022-02-01
409000425051,BDP IS 6095,,1000.00,1173578.60,2023-01-26
409000493201,BBPS DT 19042018,242028.32,,983759.27,2022-08-02
409000493201,BBPS DT 02062018,65093.04,,984266.54,2023-08-19
409000611074,INDO GIBL Indiaforensic STL12121,596375.00,,984297.00,2023-04-26
409000611074,Indfor INCOME INDO REMI22081,1800.00,,984391.00,2023-03-29
409000611074,INDO GIBL Indiaforensic STL21081,912000.00,,986191.00,2023-05-23
409000611074,INDO GIBL Indiaforensic STL24117,19400.00,,986422.00,2023-01-05
409000425051,NEFT/UTBIN16266467185/MUN,,11000.00,1172578.60,2022-04-02
409000425051,BDP IS 6095,,5000.00,1172086.85,2022-05-28
409000425051,BDP IS 6095,,5000.00,1171573.85,2023-01-04
409000493201,BBPS SETMNT FOR DT 260920,182120.07,,988115.73,2023-02-05
409000493201,BBPS SETMNT FOR DT 110120,124081.29,,988571.27,2023-12-18
409000425051,NEFT/SBIN316168348715/MUK,,12000.00,1167577.60,2022-09-26
409000493201,BBPS SETMNT FOR DT 070920,103643.52,,988817.90,2022-09-09
409000493201,BBPS DT 27072018,,10227.38,989129.31,2022-10-06
409000611074,Indfor INCOME INDO REMI05101,1320.00,,989407.00,2023-10-12
409000611074,INDO GIBL Indiaforensic STL06031,350150.00,,989517.00,2022-10-15
409000425051,BDP IS 6095,,3000.00,1167086.85,2022-01-15
409000611074,Indfor INCOME INDO REMI13091,2520.00,,989933.00,2023-09-22
409000493201,BBPS SETMNT FOR DT 021120,126718.38,,990034.02,2023-07-29
409000611074,INDO GIBL Indiaforensic STL04101,156313.00,,990727.00,2023-09-01
409000493201,BBPS SETMNT FOR DT 210820,192034.74,,991130.87,2023-04-07
409000611074,INDO WEIZ STL310818,414101.00,,991983.00,2023-09-20
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,992273.00,2023-11-10
409000611074,INDO GIBL Indiaforensic STL12091,252025.00,,992453.00,2023-09-15
409000611074,INDO GIBL Indiaforensic STL28031,164600.00,,993234.00,2023-02-15
409000493201,BBPS DT 21072018,,21731.12,993661.53,2023-06-19
409000493201,FDRL/INTERNAL FUND TRANSFE,,300000.00,994154.83,2023-05-04
409000425051,BDP IS 6095,,1000.00,1166573.85,2022-02-20
409000493201,BBPS OX01 SETTLEMENT 18.0,75758.03,,995350.65,2023-07-20
409000493201,FDRL/INTERNAL FUND TRANSFE,,100000.00,995874.69,2023-08-24
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,996073.00,2023-12-04
409000493201,FDRL/INTERNAL FUND TRANSFE,,100000.00,996517.99,2023-09-21
409000611074,INDO GIBL Indiaforensic STL08111,61870.00,,996576.00,2023-09-03
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,997222.00,2022-06-01
409000425051,BDP IS 6095,,3000.00,1165573.85,2023-04-22
409000611074,INDO GIBL Indiaforensic STL09081,336850.00,,997725.00,2023-10-21
409000493201,BBPS SETMNT FOR DT 010920,95113.98,,999331.88,2022-01-14
409000611074,INDO GIBL Indiaforensic STL23071,610100.00,,999556.00,2023-09-19
409000425051,BDP IS 6095,,5000.00,1164086.85,2023-02-16
409000611074,TRF FROM  Indiaforensic SERVICES,,1000000.00,1000000.00,2022-05-03
409000425051,BDP IS 6095,,5000.00,1162573.85,2022-06-30
409000493201,BBPS DT 10092018,,102201.02,1000817.60,2023-12-06
409000493201,BBPS DT 25072018,97234.02,,1001204.28,2022-11-24
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1001209.00,2022-01-09
409000425051,BDP IS 6095,,1000.00,1161578.60,2023-11-10
409000493201,FDRL/INTERNAL FUND TRANSFE,,200000.00,1001713.90,2023-06-03
409000611074,Indfor INCOME INDO REMI03111,2280.00,,1001776.00,2023-10-30
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1001972.00,2022-08-11
409000425051,BDP IS 6095,,1000.00,1160578.60,2023-05-04
409000425051,BDP IS 6095,,1000.00,1159578.60,2022-03-31
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1004056.00,2022-12-05
409000425051,BDP IS 6095,,1.00,1159086.85,2023-04-27
409000493201,BBPS DT 08022018,55919.43,,1005352.20,2022-08-10
409000425051,BDP IS 6095,,3000.00,1159085.85,2023-02-20
409000425051,BDP IS 6095,,1000.00,1158578.60,2022-10-28
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1005822.00,2022-09-03
409000611074,Indfor INCOME INDO REMI06071,2640.00,,1006579.00,2022-12-02
409000493201,TRF FRM  Indiaforensic SERVICES,,400000.00,1007682.53,2022-03-22
409000493201,BBPS SETMNT FOR DT 280920,245871.02,,1007924.81,2022-05-03
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1009219.00,2023-08-28
409000493201,FDRL/INTERNAL FUND TRANSFE,,50000.00,1009823.06,2023-06-24
409000493201,BBPS DT 26052018,142369.35,,1010013.51,2022-12-01
409000425051,NEFT/SBIN816265561545/NIT,,21000.00,1157578.60,2022-05-21
409000425051,BDP IS 6095,,3000.00,1157573.85,2022-07-13
409000493201,BBPS SETMNT FOR DT 241020,201777.25,,1010677.68,2022-04-21
409000611074,INDO GIBL Indiaforensic STL16011,446201.00,,1011518.00,2022-03-10
409000611074,FDRL/INTERNAL FUND TRANSFE,,200000.00,1011527.00,2022-11-05
409000493201,FDRL/INTERNAL FUND TRANSFE,,200000.00,1011654.82,2023-08-07
409000425051,BDP IS 6095,,5000.00,1156085.85,2023-11-23
409000425051,NEFT/SBIN316168317601/RAK,,12000.00,1155577.60,2022-05-08
409000493201,BBPS DT 06042018,123743.72,,1014120.24,2023-02-10
409000611074,INDO GIBL Indiaforensic STL03091,228025.00,,1014378.00,2023-07-07
409000611074,Indfor INCOME INDO REMI12111,2280.00,,1014679.00,2022-09-05
409000493201,BBPS SETMNT FOR DT 310120,82482.93,,1015411.27,2023-09-20
409000493201,FDRL/INTERNAL FUND TRANSFE,,200000.00,1015809.36,2022-04-24
409000611074,FDRL/INTERNAL FUND TRANSFE,,200000.00,1016959.00,2022-04-01
409000493201,FDRL/INTERNAL FUND TRANSFE,,50000.00,1017228.69,2023-12-20
409000493201,BBPS DT 29072018,4625.14,,1017694.85,2022-07-27
409000493201,FDRL/INTERNAL FUND TRANSFE,,300000.00,1017830.78,2022-05-12
409000611074,INDO GIBL Indiaforensic STL26121,259525.00,,1018482.00,2023-06-24
409000425051,BDP IS 6095,,5000.00,1154573.85,2023-10-29
409000425051,BDP IS 6095,,3000.00,1151085.85,2022-06-10
409000493201,BBPS DT 12092018,,80279.07,1018846.93,2023-02-23
409000611074,INDO GIBL Indiaforensic STL18051,373850.00,,1019757.00,2023-07-08
409000493201,BBPS DT 19102018,,336915.95,1020764.05,2023-02-19
409000425051,BDP IS 6095,,3000.00,1149573.85,2023-04-03
409000493201,BBPS DT 28072018,,33190.68,1022319.99,2022-09-05
409000493201,FDRL/INTERNAL FUND TRANSFE,,300000.00,1023469.76,2022-04-26
409000493201,BBPS DT 24062018,26719.16,,1024158.36,2022-02-04
409000493201,BBPS SETMNT FOR DT 110820,393022.08,,1024206.61,2023-03-07
409000611074,INDO GIBL Indiaforensic STL15081,212000.00,,1024835.00,2023-03-04
409000425051,BDP IS 6095,,5000.00,1148085.85,2022-05-03
409000425051,BDP IS 6095,,5000.00,1146573.85,2022-08-01
409000493201,FDRL/INTERNAL FUND TRANSFE,,300000.00,1025724.16,2022-02-25
409000493201,BBPS SETMNT FOR DT 010720,79105.87,,1026260.93,2023-11-30
409000493201,FDRL/INTERNAL FUND TRANSFE,,300000.00,1026289.63,2023-12-09
409000425051,NEFT/SD1308679702/MANOJ K,,12000.00,1143577.60,2022-10-02
409000425051,BDP IS 6095,,3000.00,1143085.85,2023-05-27
409000611074,INDO GIBL Indiaforensic STL24091,345725.00,,1026665.00,2022-06-26
409000493201,BBPS DT 22072018,,33830.77,1027492.30,2023-10-01
409000493201,FDRL/INTERNAL FUND TRANSFE,,300000.00,1027797.07,2023-10-05
409000493201,BBPS SETMNT FOR DT 160920,136074.51,,1027867.08,2023-07-21
409000611074,INDO GIBL Indiaforensic STL10091,537776.00,,1028015.00,2022-07-07
409000493201,BBPS SETTLEMENT 01062017,76825.54,,1028036.11,2023-05-26
409000611074,Indfor INCOME INDO REMI28091,1920.00,,1028562.00,2023-07-01
409000493201,FDRL/INTERNAL FUND TRANSFE,,300000.00,1028769.45,2023-08-04
409000493201,BBPS SETTELET DTD 07.03.2,133276.73,,1029351.10,2022-02-11
409000493201,BBPS SETMNT FOR DT 310720,191881.30,,1029543.91,2023-07-17
409000425051,BDP IS 6095,,3000.00,1141573.85,2023-05-24
409000493201,BBPS DT 01082018,30347.75,,1029594.94,2022-03-27
409000493201,FDRL/INTERNAL FUND TRANSFE,,200000.00,1029790.25,2023-10-11
409000493201,FDRL/INTERNAL FUND TRANSFE,,200000.00,1029969.12,2023-05-16
409000493201,BBPS DT 04082018,14728.37,,1030296.12,2022-11-15
409000611074,INDO GIBL Indiaforensic STL27091,327001.00,,1030482.00,2023-03-29
409000493201,BBPS DT 23072018,,3260.67,1030752.97,2022-04-02
409000493201,BBPS DT 26062018,48110.56,,1031621.09,2022-06-26
409000611074,INDO GIBL Indiaforensic STL03101,125200.00,,1031686.00,2023-01-09
409000493201,FDRL/INTERNAL FUND TRANSFE,,200000.00,1033492.11,2022-03-26
409000425051,BDP IS 6095,,5000.00,1140085.85,2023-04-16
409000425051,BDP IS 6095,,5000.00,1138573.85,2022-12-12
409000493201,BBPS DT 26022018,94909.73,,1034770.20,2022-09-24
409000493201,REV BBPS  DT 12022018,,171840.28,1034983.55,2022-07-09
409000611074,INDO GIBL Indiaforensic STL18031,10000.00,,1036664.00,2022-07-23
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1036857.00,2023-08-19
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1036866.00,2023-04-28
409000425051,BDP IS 6095,,1000.00,1136578.60,2022-07-06
409000611074,FDRL/INTERNAL FUND TRANSFE,,200000.00,1037994.00,2023-03-20
409000611074,INDO GIBL Indiaforensic STL16041,555650.00,,1038459.00,2023-06-25
409000611074,INDO GIBL Indiaforensic STL07041,48800.00,,1039109.00,2023-05-24
409000611074,INDO GIBL Indiaforensic STL26071,389600.00,,1039366.00,2022-10-25
409000493201,FDRL/INTERNAL FUND TRANSFE,,300000.00,1039882.33,2022-05-19
409000493201,TRF FROM  Indiaforensic SERVICES,,300000.00,1040066.41,2022-07-21
409000611074,INDO GIBL Indiaforensic STL18121,654498.00,,1041307.00,2023-09-15
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1041556.00,2023-10-06
409000493201,BBPS DT 21092018,,192331.28,1041906.44,2023-11-02
409000611074,Indfor INCOME INDO REMI12011,2520.00,,1041995.00,2023-07-14
409000493201,TRF FROM  Indiaforensic SERVICES,,500000.00,1042494.44,2023-03-06
409000425051,NEFT/SBIN716264903035/S K,,1000.00,1135578.60,2022-03-22
409000425051,BDP IS 6095,,3000.00,1135085.85,2023-01-02
409000425051,NEFT/SBIN716263669458/PRA,,11000.00,1134578.60,2023-05-28
409000425051,BDP IS 6095,,3000.00,1133573.85,2023-04-12
409000493201,BBPS SETMNT FOR DT 191220,250413.01,,1042739.23,2022-09-19
409000611074,INDO GIBL Indiaforensic STL15011,412300.00,,1043945.00,2022-05-22
409000611074,INDO GIBL Indiaforensic STL11011,727659.00,,1044515.00,2023-09-11
409000493201,BBPS DT 03082018,4795.33,,1045024.49,2022-09-02
409000493201,BBPS DT 07052018,68538.04,,1045355.08,2023-08-07
409000425051,BDP IS 6095,,5000.00,1132085.85,2022-10-03
409000425051,NEFT/SBIN916162127714/Mr,,1000.00,1131577.60,2023-06-16
409000425051,NEFT/BKIDN16161554131/DEE,,21000.00,1130577.60,2023-11-10
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1045602.00,2022-11-29
409000611074,Indfor INCOME INDO REMI15111,3000.00,,1045863.00,2022-05-23
409000611074,Indfor INCOME INDO REMI23081,2400.00,,1046390.00,2022-11-21
409000493201,FDRL/INTERNAL FUND TRANSFE,,50000.00,1046517.99,2023-02-25
409000425051,BDP IS 6095,,5000.00,1130573.85,2022-06-13
